Date,Open,High,Low,Close,Volume
2016-02-08,7489.7,7512.55,7363.2,7387.25,176758985
2016-02-09,7303.95,7323.45,7275.15,7298.2,218730280
2016-02-10,7264.3,7271.85,7177.75,7215.7,254481339
2016-02-11,7203.6,7208.65,6959.95,6976.35,301302956
2016-02-12,7023.65,7034.8,6869.0,6980.95,344210729
2016-02-15,7057.35,7182.8,7056.8,7162.95,365217073
2016-02-16,7201.25,7204.65,7037.7,7048.25,261607451
2016-02-17,7058.85,7123.7,6960.65,7108.45,268017961
2016-02-18,7177.4,7215.1,7127.85,7191.75,254331498
2016-02-19,7170.55,7226.85,7145.95,7210.75,198206480
2016-02-22,7208.85,7252.4,7200.7,7234.55,159162842
2016-02-23,7240.3,7241.7,7090.7,7109.55,200396978
2016-02-24,7075.0,7090.8,7009.75,7018.7,205898417
2016-02-25,7029.85,7034.2,6961.4,6970.6,291932544
2016-02-26,7039.3,7052.9,6985.1,7029.75,213142575
2016-02-29,7050.45,7094.6,6825.8,6987.05,487969285
2016-03-01,7038.25,7235.5,7035.1,7222.3,283561570
2016-03-02,7321.7,7380.35,7308.15,7368.85,348965708
2016-03-03,7429.55,7483.95,7406.05,7475.6,287248532
2016-03-04,7505.4,7505.9,7444.1,7485.35,290441230
2016-03-08,7486.4,7527.15,7442.15,7485.3,264945393
2016-03-09,7436.1,7539.0,7424.3,7531.8,252709391
2016-03-10,7545.35,7547.1,7447.4,7486.15,231584305
2016-03-11,7484.85,7543.95,7460.6,7510.2,204806572
2016-03-14,7542.6,7583.7,7515.05,7538.75,172067214
2016-03-15,7535.85,7545.2,7452.8,7460.6,199653871
2016-03-16,7457.05,7508.0,7405.15,7498.75,201430035
2016-03-17,7557.4,7585.3,7479.4,7512.55,247043954
2016-03-18,7534.65,7613.6,7517.9,7604.35,244727490
2016-03-21,7619.2,7713.55,7617.7,7704.25,202853386
2016-03-22,7695.55,7728.2,7643.8,7714.9,215355848
2016-03-23,7717.45,7726.85,7670.6,7716.5,205794773
2016-03-28,7741.0,7749.4,7587.7,7615.1,249905118
2016-03-29,7606.55,7652.9,7582.25,7597.0,223493457
2016-03-30,7651.1,7741.95,7643.45,7735.2,239843751
2016-03-31,7727.65,7777.6,7702.0,7738.4,391914059
2016-04-01,7718.05,7740.15,7666.1,7713.05,189571551
2016-04-04,7733.15,7764.45,7704.4,7758.8,160277940
2016-04-05,7736.3,7736.3,7588.65,7603.2,210126897
2016-04-06,7636.05,7638.65,7591.75,7614.35,170653808
2016-04-07,7630.4,7630.75,7535.85,7546.45,241684050
2016-04-08,7542.35,7569.35,7526.7,7555.2,147816460
2016-04-11,7577.8,7678.8,7516.85,7671.4,185353268
2016-04-12,7669.25,7717.4,7663.35,7708.95,168508978
2016-04-13,7777.15,7864.8,7772.2,7850.45,227217288
2016-04-18,7908.15,7920.6,7842.75,7914.7,190258561
2016-04-20,7950.05,7950.4,7877.55,7914.75,211630060
2016-04-21,7953.65,7978.45,7884.1,7912.05,230577117
2016-04-22,7891.8,7923.35,7873.35,7899.3,188988540
2016-04-25,7894.8,7911.0,7827.0,7855.05,150776959
2016-04-26,7828.15,7974.5,7822.55,7962.65,208656803
2016-04-27,7942.0,7991.0,7940.55,7979.9,213174058
2016-04-28,7967.4,7992.0,7834.45,7847.25,301485186
2016-04-29,7844.25,7889.05,7788.7,7849.8,251227047
2016-05-02,7822.7,7829.8,7777.3,7805.9,150818181
2016-05-03,7824.8,7890.25,7735.15,7747.0,192271370
2016-05-04,7724.15,7749.0,7697.25,7706.55,205939089
2016-05-05,7731.0,7777.55,7706.85,7735.5,190792828
2016-05-06,7717.65,7738.9,7678.35,7733.45,168662226
2016-05-09,7755.25,7873.65,7753.55,7866.05,165616829
2016-05-10,7873.55,7896.9,7837.7,7887.8,166957276
2016-05-11,7804.65,7893.1,7780.9,7848.85,220712496
2016-05-12,7871.45,7916.05,7849.65,7900.4,157444918
2016-05-13,7881.0,7881.0,7784.2,7814.9,185061782
2016-05-16,7831.2,7873.9,7772.15,7860.75,211547775
2016-05-17,7896.85,7940.1,7879.7,7890.75,189140810
2016-05-18,7846.75,7882.05,7810.75,7870.15,161169418
2016-05-19,7875.5,7876.2,7766.8,7783.4,175711829
2016-05-20,7792.2,7812.4,7735.75,7749.7,161889432
2016-05-23,7813.95,7820.6,7722.2,7731.05,177347948
2016-05-24,7738.05,7761.55,7715.8,7748.85,151538169
2016-05-25,7811.8,7941.2,7809.3,7934.9,181636649
2016-05-26,7974.45,8083.0,7948.5,8069.65,272456307
2016-05-27,8081.95,8164.2,8077.05,8156.65,268963949
2016-05-30,8166.5,8200.0,8150.8,8178.5,255086293
2016-05-31,8209.85,8213.6,8134.3,8160.1,485645737
2016-06-01,8179.2,8215.35,8171.05,8179.95,200371829
2016-06-02,8156.9,8229.5,8154.75,8218.95,187316365
2016-06-03,8246.2,8262.0,8209.85,8220.8,390652017
2016-06-06,8228.75,8234.7,8186.05,8201.05,176885226
2016-06-07,8235.55,8294.95,8216.4,8266.45,249365706
2016-06-08,8285.5,8288.9,8252.05,8273.05,179710369
2016-06-09,8273.35,8273.35,8184.6,8203.6,180293039
2016-06-10,8180.25,8265.6,8162.85,8170.05,187757375
2016-06-13,8102.25,8125.25,8063.9,8110.6,174916286
2016-06-14,8134.4,8134.95,8069.5,8108.85,150042362
2016-06-15,8139.4,8213.2,8123.15,8206.6,174953935
2016-06-16,8180.65,8180.65,8074.45,8140.75,195028743
2016-06-17,8176.65,8195.25,8135.8,8170.2,171842760
2016-06-21,8255.4,8257.25,8202.15,8219.9,141161921
2016-06-22,8213.65,8238.35,8153.25,8203.7,140268297
2016-06-23,8201.15,8285.6,8188.3,8270.45,158852677
2016-06-24,8029.1,8100.7,7927.05,8088.6,306803641
2016-06-27,8039.35,8120.65,8039.35,8094.7,167462711
2016-06-28,8096.05,8146.35,8086.85,8127.85,175724276
2016-06-29,8173.1,8212.4,8157.65,8204.0,151499716
2016-06-30,8260.25,8308.15,8242.1,8287.75,288031935
2016-07-01,8313.05,8356.75,8308.65,8328.35,170581881
2016-07-04,8376.75,8398.45,8364.7,8370.7,158955823
2016-07-05,8379.3,8381.45,8319.95,8335.95,143253937
2016-07-07,8342.0,8361.95,8317.7,8337.9,160327315
2016-07-08,8350.0,8353.3,8287.55,8323.2,142159935
2016-07-11,8413.35,8475.25,8407.05,8467.9,154399933
2016-07-12,8502.6,8526.6,8479.2,8521.05,189339750
2016-07-13,8540.45,8550.25,8493.55,8519.5,201492184
2016-07-14,8515.75,8571.4,8500.7,8565.0,158738499
2016-07-15,8565.45,8594.8,8510.05,8541.4,228598684
2016-07-18,8564.05,8587.1,8494.35,8508.7,169400452
2016-07-19,8514.3,8540.05,8476.7,8528.55,173050805
2016-07-20,8515.45,8569.9,8512.55,8565.85,165349380
2016-07-21,8582.7,8585.25,8503.45,8510.1,154575685
2016-07-22,8519.65,8548.95,8489.8,8541.2,147619642
2016-07-25,8519.95,8641.15,8517.2,8635.65,154631398
2016-07-26,8633.75,8644.9,8577.15,8590.65,159563469
2016-07-27,8599.4,8665.0,8572.05,8615.8,189796380
2016-07-28,8636.95,8674.7,8625.25,8666.3,240721865
2016-07-29,8668.3,8670.35,8631.15,8638.5,161935155
2016-08-01,8654.3,8711.3,8590.5,8636.55,194186858
2016-08-02,8647.45,8687.2,8611.4,8622.9,174556789
2016-08-03,8635.2,8635.45,8529.6,8544.85,168033073
2016-08-04,8599.95,8601.4,8518.15,8551.1,169780463
2016-08-05,8600.2,8689.4,8590.15,8683.15,162784913
2016-08-08,8712.85,8723.5,8697.6,8711.35,177877012
2016-08-09,8727.8,8728.35,8638.2,8678.25,206261255
2016-08-10,8686.7,8690.1,8564.6,8575.3,178963496
2016-08-11,8572.8,8601.15,8540.05,8592.15,195114539
2016-08-12,8605.45,8684.3,8604.45,8672.15,272014034
2016-08-16,8670.25,8682.35,8600.45,8642.55,231771409
2016-08-17,8639.8,8667.1,8603.6,8624.05,179540691
2016-08-18,8648.85,8690.7,8645.05,8673.25,169431656
2016-08-19,8694.3,8696.6,8647.1,8666.9,197770568
2016-08-22,8667.0,8684.85,8614.0,8629.15,156976546
2016-08-23,8628.35,8642.15,8580.0,8632.6,193302503
2016-08-24,8648.5,8661.05,8620.9,8650.3,154168043
2016-08-25,8668.85,8683.05,8583.65,8592.2,219736214
2016-08-26,8614.35,8622.95,8547.55,8572.55,152146666
2016-08-29,8583.75,8622.0,8543.75,8607.45,133723771
2016-08-30,8646.75,8750.6,8642.25,8744.35,154828719
2016-08-31,8754.05,8819.2,8754.05,8786.2,373422334
2016-09-01,8793.6,8813.25,8759.95,8774.65,246336047
2016-09-02,8796.35,8824.1,8768.2,8809.65,197385217
2016-09-06,8852.7,8950.85,8848.45,8943.0,201617132
2016-09-07,8968.7,8968.7,8913.35,8917.95,299145644
2016-09-08,8915.5,8960.35,8896.0,8952.5,223937056
2016-09-09,8934.3,8939.15,8858.7,8866.7,181344327
2016-09-12,8732.95,8746.95,8699.4,8715.6,190199613
2016-09-14,8710.65,8739.85,8688.9,8726.6,189984289
2016-09-15,8743.85,8751.95,8704.35,8742.55,149889703
2016-09-16,8780.85,8847.65,8750.5,8779.85,274039556
2016-09-19,8788.45,8824.3,8774.2,8808.4,135814177
2016-09-20,8816.1,8816.45,8759.3,8775.9,140718486
2016-09-21,8790.3,8826.85,8757.3,8777.15,153441330
2016-09-22,8873.35,8893.35,8837.8,8867.45,178136644
2016-09-23,8880.75,8885.2,8820.3,8831.55,191618169
2016-09-26,8807.9,8809.55,8715.1,8723.05,169050086
2016-09-27,8748.9,8768.5,8690.5,8706.4,156100521
2016-09-28,8711.2,8767.05,8703.15,8745.15,170643694
2016-09-29,8792.7,8800.65,8558.25,8591.25,384395249
2016-09-30,8581.5,8637.15,8555.2,8611.15,187333285
2016-10-03,8666.15,8745.2,8635.0,8738.1,141472076
2016-10-04,8770.0,8783.65,8736.1,8769.15,189990151
2016-10-05,8806.35,8806.95,8731.4,8743.95,162103951
2016-10-06,8768.7,8781.15,8684.65,8709.55,168713605
2016-10-07,8721.7,8723.7,8663.8,8697.6,155053800
2016-10-10,8735.35,8745.8,8703.95,8708.8,111794053
2016-10-13,8671.5,8681.55,8541.35,8573.35,218861324
2016-10-14,8594.0,8604.45,8549.8,8583.4,167848947
2016-10-17,8612.95,8615.4,8506.15,8520.4,203516577
2016-10-18,8556.05,8685.1,8555.9,8677.9,216626083
2016-10-19,8697.5,8698.75,8636.7,8659.1,177397872
2016-10-20,8693.35,8727.0,8678.3,8699.4,165952091
2016-10-21,8708.6,8709.1,8652.05,8693.05,162162047
2016-10-24,8709.85,8736.95,8684.15,8708.95,161966274
2016-10-25,8721.7,8722.65,8663.45,8691.3,195696479
2016-10-26,8657.3,8657.3,8596.6,8615.25,226133074
2016-10-27,8607.1,8624.85,8550.25,8615.25,250336333
2016-10-28,8625.0,8653.75,8581.75,8638.0,180906084
2016-11-01,8653.15,8669.6,8614.5,8626.25,170068995
2016-11-02,8542.8,8549.5,8504.85,8514.0,160130480
2016-11-03,8499.85,8537.65,8476.15,8484.95,175773254
2016-11-04,8503.6,8504.0,8400.25,8433.75,231783152
2016-11-07,8535.75,8535.85,8481.45,8497.05,178070534
2016-11-08,8540.0,8559.4,8480.1,8543.55,201759648
2016-11-09,8067.5,8476.2,8002.25,8432.0,323968654
2016-11-10,8555.6,8598.45,8510.7,8525.75,271196930
2016-11-11,8456.65,8460.6,8284.95,8296.3,275221694
2016-11-15,8284.85,8288.55,8093.2,8108.45,370298063
2016-11-16,8205.65,8210.05,8089.4,8111.6,277801233
2016-11-17,8105.1,8151.25,8060.3,8079.95,197183084
2016-11-18,8097.55,8128.95,8048.3,8074.1,166199545
2016-11-21,8102.1,8102.45,7916.4,7929.1,225608889
2016-11-22,7989.15,8019.05,7938.15,8002.3,216677654
2016-11-23,8051.2,8055.2,7973.1,8033.3,186602328
2016-11-24,8011.8,8024.85,7952.55,7965.5,268619026
2016-11-25,8007.95,8122.25,7976.75,8114.3,183355873
2016-11-28,8080.65,8146.5,8066.5,8126.9,195595287
2016-11-29,8131.55,8197.35,8128.7,8142.15,195618384
2016-11-30,8172.15,8234.25,8139.25,8224.5,255725357
2016-12-01,8244.0,8250.8,8185.05,8192.9,162597213
2016-12-02,8153.55,8159.3,8070.05,8086.8,176767415
2016-12-05,8088.75,8141.9,8056.85,8128.75,130435865
2016-12-06,8153.15,8178.7,8130.85,8143.15,118854323
2016-12-07,8168.4,8190.45,8077.5,8102.05,175024334
2016-12-08,8152.1,8256.25,8151.75,8246.85,146857616
2016-12-09,8271.7,8274.95,8241.95,8261.75,154344775
2016-12-12,8230.65,8230.65,8154.45,8170.8,111432551
2016-12-13,8196.15,8228.85,8155.8,8221.8,189739559
2016-12-14,8229.35,8229.4,8165.1,8182.45,149132520
2016-12-15,8128.4,8225.9,8121.95,8153.6,187425988
2016-12-16,8178.2,8178.7,8127.45,8139.45,209268331
2016-12-19,8126.0,8132.5,8094.85,8104.35,110669713
2016-12-20,8110.6,8124.1,8062.75,8082.4,132026742
2016-12-21,8105.85,8112.55,8053.25,8061.3,127543733
2016-12-22,8043.85,8046.45,7964.95,7979.1,126409580
2016-12-23,7972.5,8022.6,7942.05,7985.75,127921701
2016-12-26,7965.1,7970.05,7893.8,7908.25,110171222
2016-12-27,7915.05,8044.65,7903.7,8032.85,122463312
2016-12-28,8047.55,8100.55,8028.4,8034.85,130580701
2016-12-29,8030.6,8111.1,8020.8,8103.6,183984077
2016-12-30,8119.65,8197.0,8114.75,8185.8,131457250
2017-01-02,8210.1,8212.0,8133.8,8179.5,122016111
2017-01-03,8196.05,8219.1,8148.6,8192.25,131186021
2017-01-04,8202.65,8218.5,8180.9,8190.5,136476345
2017-01-05,8226.65,8282.65,8223.7,8273.8,163957452
2017-01-06,8281.85,8306.85,8233.25,8243.8,143689850
2017-01-09,8259.35,8263.0,8227.75,8236.05,102211190
2017-01-10,8262.7,8293.8,8261.0,8288.6,147312927
2017-01-11,8327.8,8389.0,8322.25,8380.65,192285417
2017-01-12,8391.05,8417.2,8382.3,8407.2,177948383
2017-01-13,8457.65,8461.05,8373.15,8400.35,190949616
2017-01-16,8390.95,8426.7,8374.4,8412.8,127938836
2017-01-17,8415.05,8440.9,8378.3,8398.0,125781216
2017-01-18,8403.85,8460.3,8397.4,8417.0,168867039
2017-01-19,8418.4,8445.15,8404.05,8435.1,170956149
2017-01-20,8404.35,8423.65,8340.95,8349.35,208901233
2017-01-23,8329.6,8404.15,8327.2,8391.5,200993100
2017-01-24,8407.05,8480.95,8398.15,8475.8,184745781
2017-01-25,8499.45,8612.6,8493.95,8602.75,301490150
2017-01-27,8610.5,8672.7,8606.9,8641.25,283905821
2017-01-30,8635.55,8662.6,8617.75,8632.75,314110760
2017-01-31,8629.45,8631.75,8552.4,8561.3,537110119
2017-02-01,8570.35,8722.4,8537.5,8716.4,337797412
2017-02-02,8724.75,8757.6,8685.8,8734.25,292329202
2017-02-03,8735.15,8748.25,8707.75,8740.95,196936238
2017-02-06,8785.45,8814.1,8770.2,8801.05,200403782
2017-02-07,8805.7,8809.3,8741.05,8768.3,233294532
2017-02-08,8774.55,8791.25,8715.0,8769.05,225485726
2017-02-09,8795.55,8821.4,8724.1,8778.4,193282248
2017-02-10,8812.35,8822.1,8771.2,8793.55,232947341
2017-02-13,8819.8,8826.9,8754.2,8805.05,211180353
2017-02-14,8819.9,8820.45,8772.5,8792.3,194133563
2017-02-15,8778.95,8807.9,8712.85,8724.7,222828919
2017-02-16,8739.0,8783.95,8719.6,8778.0,190277738
2017-02-17,8883.7,8896.45,8804.25,8821.7,307526025
2017-02-20,8818.55,8886.25,8809.8,8879.2,173022362
2017-02-21,8890.75,8920.8,8860.95,8907.85,181091326
2017-02-22,8931.6,8960.75,8905.25,8926.9,254677956
2017-02-23,8956.4,8982.15,8927.55,8939.5,388874096
2017-02-27,8943.7,8951.8,8888.65,8896.7,195847099
2017-02-28,8898.95,8914.75,8867.6,8879.6,302722890
2017-03-01,8904.4,8960.8,8898.6,8945.8,212328974
2017-03-02,8982.85,8992.5,8879.8,8899.75,225608140
2017-03-03,8883.5,8907.1,8860.1,8897.55,208915878
2017-03-06,8915.1,8967.8,8914.0,8963.45,180194586
2017-03-07,8977.75,8977.85,8932.8,8946.9,178827506
2017-03-08,8950.7,8957.05,8891.95,8924.3,183325544
2017-03-09,8914.5,8945.8,8899.5,8927.0,176810453
2017-03-10,8953.7,8975.7,8903.95,8934.55,157419999
2017-03-14,9091.65,9122.75,9060.5,9087.0,278726933
2017-03-15,9086.85,9106.55,9075.5,9084.8,248033251
2017-03-16,9129.65,9158.45,9128.55,9153.7,215096446
2017-03-17,9207.8,9218.4,9147.6,9160.05,295554265
2017-03-20,9166.95,9167.6,9116.3,9126.85,342395900
2017-03-21,9133.95,9147.75,9087.2,9121.5,255396073
2017-03-22,9047.2,9072.9,9019.3,9030.45,239463699
2017-03-23,9048.75,9099.05,9048.6,9086.3,197705274
2017-03-24,9104.0,9133.55,9089.4,9108.0,210021581
2017-03-27,9093.45,9094.85,9024.65,9045.2,209036051
2017-03-28,9081.5,9110.4,9079.8,9100.8,188985603
2017-03-29,9128.7,9153.15,9109.1,9143.8,250902906
2017-03-30,9142.6,9183.15,9136.35,9173.75,333410368
2017-03-31,9158.9,9191.7,9152.1,9173.75,196771674
2017-04-03,9220.6,9245.35,9192.4,9237.85,143444541
2017-04-05,9264.4,9273.9,9215.4,9265.15,190529461
2017-04-06,9245.8,9267.95,9218.85,9261.95,191937207
2017-04-07,9223.7,9250.5,9188.1,9198.3,195918747
2017-04-10,9225.6,9225.65,9174.85,9181.45,139968750
2017-04-11,9184.55,9242.7,9172.85,9237.0,206261727
2017-04-12,9242.5,9246.4,9161.8,9203.45,166755013
2017-04-13,9202.5,9202.65,9144.95,9150.8,171695600
2017-04-17,9144.75,9160.0,9120.25,9139.3,132244225
2017-04-18,9163.0,9217.9,9095.45,9105.15,179569574
2017-04-19,9112.2,9120.5,9075.15,9103.5,179117382
2017-04-20,9108.1,9143.9,9102.65,9136.4,175629897
2017-04-21,9179.1,9183.65,9088.75,9119.4,159981265
2017-04-24,9135.35,9225.4,9130.55,9217.95,172908048
2017-04-25,9273.05,9309.2,9250.35,9306.6,173896951
2017-04-26,9336.2,9367.0,9301.35,9351.85,191395120
2017-04-27,9359.15,9367.15,9322.65,9342.15,215881711
2017-04-28,9340.95,9342.65,9282.25,9304.05,167229353
2017-05-02,9339.85,9352.55,9269.9,9313.8,166558241
2017-05-03,9344.7,9346.3,9298.4,9311.95,156342492
2017-05-04,9360.95,9365.65,9323.25,9359.9,277895923
2017-05-05,9374.55,9377.1,9272.0,9285.3,239133531
2017-05-08,9311.45,9338.7,9297.95,9314.05,179709949
2017-05-09,9337.35,9338.95,9307.7,9316.85,136417428
2017-05-10,9339.65,9414.75,9336.0,9407.3,157363135
2017-05-11,9448.6,9450.65,9411.3,9422.4,176439840
2017-05-12,9436.65,9437.75,9372.55,9400.9,159079418
2017-05-15,9433.55,9449.25,9423.1,9445.4,145163953
2017-05-16,9461.0,9517.2,9456.35,9512.25,171709433
2017-05-17,9517.6,9532.6,9486.1,9525.75,211856040
2017-05-18,9453.2,9489.1,9418.1,9429.45,199340647
2017-05-19,9469.9,9505.75,9390.75,9427.9,259861396
2017-05-22,9480.25,9498.65,9427.9,9438.25,202874757
2017-05-23,9445.05,9448.05,9370.0,9386.15,231345629
2017-05-24,9410.9,9431.9,9341.65,9360.55,218265181
2017-05-25,9384.05,9523.3,9379.2,9509.75,298147347
2017-05-26,9507.75,9604.9,9495.4,9595.1,225647631
2017-05-29,9560.05,9637.75,9547.7,9604.9,242266034
2017-05-30,9590.65,9635.3,9581.2,9624.55,199894193
2017-05-31,9636.55,9649.6,9609.25,9621.25,427053433
2017-06-01,9603.55,9634.65,9589.9,9616.1,181533283
2017-06-02,9657.15,9673.5,9637.45,9653.5,167195027
2017-06-05,9656.3,9687.2,9640.7,9675.1,131685021
2017-06-06,9704.25,9709.3,9630.2,9637.15,150379695
2017-06-07,9663.95,9678.55,9630.55,9663.9,165669924
2017-06-08,9682.4,9688.7,9641.5,9647.25,160165459
2017-06-09,9638.55,9676.25,9608.15,9668.25,163897548
2017-06-12,9646.7,9647.05,9598.5,9616.4,145786938
2017-06-13,9615.55,9654.15,9595.4,9606.9,133734363
2017-06-14,9621.55,9627.4,9580.45,9618.15,187378750
2017-06-15,9617.9,9621.4,9560.8,9578.05,176423424
2017-06-16,9595.45,9615.85,9565.5,9588.05,219808528
2017-06-19,9626.4,9673.3,9614.9,9657.55,146146062
2017-06-20,9670.5,9676.5,9643.75,9653.5,164437226
2017-06-21,9648.1,9650.45,9608.6,9633.6,148490556
2017-06-22,9642.65,9698.85,9617.75,9630.0,204888654
2017-06-23,9643.25,9647.65,9565.3,9574.95,180580579
2017-06-27,9594.05,9615.4,9473.45,9511.4,209593904
2017-06-28,9520.2,9522.5,9474.35,9491.25,177652206
2017-06-29,9522.95,9575.8,9493.8,9504.1,267283587
2017-06-30,9478.5,9535.8,9448.75,9520.9,185202600
2017-07-03,9587.95,9624.0,9543.55,9615.0,188690599
2017-07-04,9645.9,9650.65,9595.5,9613.3,149313755
2017-07-05,9619.75,9643.65,9607.35,9637.6,134849476
2017-07-06,9653.6,9700.7,9639.95,9674.55,152001940
2017-07-07,9670.35,9684.25,9642.65,9665.8,146232151
2017-07-10,9719.3,9782.15,9646.45,9771.05,40142973
2017-07-11,9797.45,9830.05,9778.85,9786.05,185322358
2017-07-12,9807.3,9824.95,9787.7,9816.1,150045594
2017-07-13,9855.8,9897.25,9853.45,9891.7,186866752
2017-07-14,9913.3,9913.3,9845.45,9886.35,164456602
2017-07-17,9908.15,9928.2,9894.7,9915.95,168596771
2017-07-18,9832.7,9885.35,9792.05,9827.15,303007860
2017-07-19,9855.95,9905.05,9851.65,9899.6,206376192
2017-07-20,9920.2,9922.55,9863.45,9873.3,166083004
2017-07-21,9899.6,9924.7,9838.0,9915.25,193286125
2017-07-24,9936.8,9982.05,9919.6,9966.4,179905535
2017-07-25,10010.55,10011.3,9949.1,9964.55,191206247
2017-07-26,9983.65,10025.95,9965.95,10020.65,203697844
2017-07-27,10063.25,10114.85,10005.5,10020.55,296782048
2017-07-28,9996.55,10026.05,9944.5,10014.5,197491415
2017-07-31,10034.7,10085.9,10016.95,10077.1,245096535
2017-08-01,10101.05,10128.6,10065.75,10114.65,190000516
2017-08-02,10136.3,10137.85,10054.2,10081.5,166463276
2017-08-03,10081.15,10081.15,9998.25,10013.65,198665837
2017-08-04,10008.6,10075.25,9988.35,10066.4,184082134
2017-08-07,10074.8,10088.1,10046.35,10057.4,141566282
2017-08-08,10068.35,10083.8,9947.0,9978.55,209645343
2017-08-09,9961.15,9969.8,9893.05,9908.05,174395293
2017-08-10,9872.85,9892.65,9776.2,9820.25,242820594
2017-08-11,9712.15,9771.65,9685.55,9710.8,294732998
2017-08-14,9755.75,9818.3,9752.1,9794.15,201613585
2017-08-16,9825.85,9903.95,9773.85,9897.3,226269013
2017-08-17,9945.55,9947.8,9883.75,9904.15,203652311
2017-08-18,9865.95,9865.95,9783.65,9837.4,253931517
2017-08-21,9864.25,9884.35,9740.1,9754.35,211627775
2017-08-22,9815.75,9828.45,9752.6,9765.55,189267122
2017-08-23,9803.05,9857.9,9786.75,9852.5,173815509
2017-08-24,9881.2,9881.5,9848.85,9857.05,190398702
2017-08-28,9907.15,9925.75,9882.0,9912.8,164493772
2017-08-29,9886.4,9887.35,9783.75,9796.05,178668444
2017-08-30,9859.5,9909.45,9850.8,9884.4,162704136
2017-08-31,9905.7,9925.1,9856.95,9917.9,337782004
2017-09-01,9937.65,9983.45,9909.85,9974.4,162730656
2017-09-04,9984.15,9988.4,9861.0,9912.85,153369495
2017-09-05,9933.25,9963.1,9901.05,9952.2,143522342
2017-09-06,9899.25,9931.55,9882.55,9916.2,153767846
2017-09-07,9945.85,9964.85,9917.2,9929.9,194626599
